Norway, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 19/04/2023
Year    Age        ASFR
2004     51     0.00000
2004     52     0.00000
2004     53     0.00000
2004     54     0.00000
2004     55+    0.00000
2005     12-    0.00000
2005     13     0.00000
2005     14     0.00003
2005     15     0.00026
2005     16     0.00193
2005     17     0.00528
2005     18     0.01123
2005     19     0.02338
2005     20     0.03531
2005     21     0.04656
2005     22     0.05513
2005     23     0.07088
2005     24     0.08396
2005     25     0.09892
2005     26     0.11347
2005     27     0.12982
2005     28     0.13723
2005     29     0.14156
2005     30     0.13716
2005     31     0.13561
2005     32     0.12467
2005     33     0.10672
2005     34     0.09077
2005     35     0.07394
2005     36     0.06066
2005     37     0.04656
2005     38     0.03520
2005     39     0.02578
2005     40     0.01737
2005     41     0.01231
2005     42     0.00697
2005     43     0.00410
2005     44     0.00166
2005     45     0.00108
2005     46     0.00038
2005     47     0.00029
2005     48     0.00006
2005     49     0.00003
2005     50     0.00002
2005     51     0.00001
2005     52     0.00001
2005     53     0.00000
2005     54     0.00000
2005     55+    0.00000
2006     12-    0.00000
2006     13     0.00000
2006     14     0.00010
2006     15     0.00029
2006     16     0.00178
2006     17     0.00550
2006     18     0.01313
2006     19     0.02474
2006     20     0.03716
2006     21     0.04398
2006     22     0.05937
2006     23     0.06974
2006     24     0.09048
2006     25     0.10064
2006     26     0.11819
2006     27     0.12994
2006     28     0.14072
2006     29     0.14520
2006     30     0.14337
2006     31     0.13723
2006     32     0.12803
2006     33     0.11290
2006     34     0.09636
2006     35     0.07850
2006     36     0.06526
2006     37     0.05121
2006     38     0.03763
2006     39     0.02698
2006     40     0.01876
2006     41     0.01096
2006     42     0.00793
2006     43     0.00364
2006     44     0.00249
2006     45     0.00092
2006     46     0.00054
2006     47     0.00032
2006     48     0.00003
2006     49     0.00010
2006     50     0.00003
2006     51     0.00002
2006     52     0.00001
2006     53     0.00000
2006     54     0.00000
2006     55+    0.00000
2007     12-    0.00000
2007     13     0.00003
2007     14     0.00010
2007     15     0.00046
2007     16     0.00170
2007     17     0.00660
2007     18     0.01288
2007     19     0.02480
2007     20     0.03723
2007     21     0.04860
2007     22     0.05913
2007     23     0.07292
2007     24     0.08505
2007     25     0.10049
2007     26     0.11352
2007     27     0.12577
2007     28     0.13519
2007     29     0.13588
2007     30     0.14327
2007     31     0.13671
2007     32     0.13006
2007     33     0.11430
2007     34     0.09554
2007     35     0.08526
2007     36     0.06658
2007     37     0.05026
2007     38     0.04007
2007     39     0.02868
2007     40     0.02015
2007     41     0.01343
2007     42     0.00741
2007     43     0.00438
2007     44     0.00240
2007     45     0.00123
2007     46     0.00048
2007     47     0.00019
2007     48     0.00006
2007     49     0.00000
2007     50     0.00000
2007     51     0.00000
2007     52     0.00000
2007     53     0.00000
2007     54     0.00000
2007     55+    0.00000
2008     12-    0.00000
2008     13     0.00003
2008     14     0.00010
2008     15     0.00042
2008     16     0.00201
2008     17     0.00640
2008     18     0.01291
2008     19     0.02509
2008     20     0.03549
2008     21     0.04876
2008     22     0.06363
2008     23     0.07518
2008     24     0.08861
2008     25     0.10421
2008     26     0.12146
2008     27     0.12896
2008     28     0.13451
2008     29     0.14444
2008     30     0.14581
2008     31     0.13897
2008     32     0.13064
2008     33     0.11520
2008     34     0.10214
2008     35     0.08583
2008     36     0.06928
2008     37     0.05350
2008     38     0.04155
2008     39     0.03108
2008     40     0.02003
2008     41     0.01413
2008     42     0.00750
2008     43     0.00464
2008     44     0.00229
2008     45     0.00113
2008     46     0.00066
2008     47     0.00019
2008     48     0.00010
2008     49     0.00003
2008     50     0.00003
2008     51     0.00002
2008     52     0.00001
2008     53     0.00001
2008     54     0.00000
2008     55+    0.00000
2009     12-    0.00000
2009     13     0.00000
2009     14     0.00003
2009     15     0.00003
2009     16     0.00198
2009     17     0.00576
2009     18     0.01341
2009     19     0.02540
2009     20     0.03703
2009     21     0.04839
2009     22     0.06152
2009     23     0.07554
2009     24     0.08706
2009     25     0.10434
2009     26     0.11493
2009     27     0.13239
2009     28     0.14108
2009     29     0.14704
2009     30     0.14250
2009     31     0.14040
2009     32     0.13046
2009     33     0.11796
2009     34     0.10716
2009     35     0.08885
2009     36     0.07043
2009     37     0.05772
2009     38     0.04396
2009     39     0.03173
2009     40     0.02131
2009     41     0.01351
2009     42     0.00806
2009     43     0.00471
2009     44     0.00268
2009     45     0.00126
2009     46     0.00070
2009     47     0.00019
2009     48     0.00016
2009     49     0.00006
2009     50     0.00003
2009     51     0.00002
2009     52     0.00001
2009     53     0.00000
2009     54     0.00000
2009     55+    0.00000
2010     12-    0.00000
2010     13     0.00000
2010     14     0.00010
2010     15     0.00042
2010     16     0.00165
2010     17     0.00578
2010     18     0.01138
2010     19     0.02248
2010     20     0.03363
2010     21     0.04863
2010     22     0.05940
2010     23     0.07038
2010     24     0.08532
2010     25     0.10337
2010     26     0.11567
2010     27     0.12539
2010     28     0.13411
2010     29     0.14019
2010     30     0.14381
2010     31     0.14159
2010     32     0.13244
2010     33     0.11986
2010     34     0.10337
2010     35     0.08805
2010     36     0.06966
2010     37     0.05751
2010     38     0.04292
2010     39     0.03254
2010     40     0.02236
2010     41     0.01447
2010     42     0.00902
2010     43     0.00483
2010     44     0.00277
2010     45     0.00171
2010     46     0.00072
2010     47     0.00030
2010     48     0.00006
2010     49     0.00006
2010     50     0.00006
2010     51     0.00004
2010     52     0.00002
2010     53     0.00001
2010     54     0.00000
2010     55+    0.00000
2011     12-    0.00000
2011     13     0.00000
2011     14     0.00006
2011     15     0.00029
2011     16     0.00137
2011     17     0.00430
2011     18     0.00991
2011     19     0.01954
2011     20     0.03064
2011     21     0.04052
2011     22     0.05104
2011     23     0.06806
2011     24     0.08283
2011     25     0.09583
2011     26     0.11092
2011     27     0.12417
2011     28     0.13258
2011     29     0.13987
2011     30     0.13901
2011     31     0.13495
2011     32     0.12712
2011     33     0.11679
2011     34     0.10115
2011     35     0.08906
2011     36     0.07258
2011     37     0.05748
2011     38     0.04214
2011     39     0.03166
2011     40     0.02216
2011     41     0.01440
2011     42     0.00925
2011     43     0.00534
2011     44     0.00314
2011     45     0.00117
2011     46     0.00089
2011     47     0.00033
2011     48     0.00018
2011     49     0.00012
2011     50     0.00005
2011     51     0.00003
2011     52     0.00001
2011     53     0.00001
2011     54     0.00000
2011     55+    0.00000
2012     12-    0.00000
2012     13     0.00003
2012     14     0.00003
2012     15     0.00022
2012     16     0.00130
2012     17     0.00409
2012     18     0.00826
2012     19     0.01631
2012     20     0.02720
2012     21     0.04075
2012     22     0.04890
2012     23     0.06565
2012     24     0.07992
2012     25     0.09473
2012     26     0.10967
2012     27     0.11995
2012     28     0.13099
2012     29     0.13453
2012     30     0.13919
2012     31     0.13601
2012     32     0.12581
2012     33     0.11350
2012     34     0.10333
2012     35     0.08733
2012     36     0.07122
2012     37     0.05867
2012     38     0.04451
2012     39     0.03361
2012     40     0.02204
2012     41     0.01422
2012     42     0.00852
2012     43     0.00512
2012     44     0.00291
2012     45     0.00130
2012     46     0.00071
2012     47     0.00052
2012     48     0.00039
2012     49     0.00015
2012     50     0.00008
2012     51     0.00004
2012     52     0.00002
2012     53     0.00001
2012     54     0.00000
2012     55+    0.00000
2013     12-    0.00000
2013     13     0.00000
2013     14     0.00003
2013     15     0.00045
2013     16     0.00119
2013     17     0.00378
2013     18     0.00796
2013     19     0.01469
2013     20     0.02517
2013     21     0.03560
2013     22     0.04699
2013     23     0.05870
2013     24     0.07364
2013     25     0.08813
2013     26     0.10194
2013     27     0.11625
2013     28     0.12751
2013     29     0.13437
2013     30     0.13554
2013     31     0.13079
2013     32     0.12436
2013     33     0.11130
2013     34     0.10001
2013     35     0.08374
2013     36     0.06855
2013     37     0.05584
2013     38     0.04560
2013     39     0.03405
2013     40     0.02187
2013     41     0.01419
2013     42     0.00889
2013     43     0.00559
2013     44     0.00303
2013     45     0.00132
2013     46     0.00051
2013     47     0.00011
2013     48     0.00011
2013     49     0.00018
2013     50     0.00005
2013     51     0.00002
2013     52     0.00001
2013     53     0.00001
2013     54     0.00000
2013     55+    0.00000
2014     12-    0.00000
2014     13     0.00000
2014     14     0.00003
2014     15     0.00023
2014     16     0.00077
2014     17     0.00388
2014     18     0.00670
2014     19     0.01331
2014     20     0.02243
2014     21     0.03288
2014     22     0.04184
2014     23     0.05439
2014     24     0.06996
2014     25     0.08713
2014     26     0.09923
2014     27     0.11456
2014     28     0.12007
2014     29     0.13226
2014     30     0.13421
2014     31     0.13212
2014     32     0.12450
2014     33     0.11296
2014     34     0.09916
2014     35     0.08620
2014     36     0.07042
2014     37     0.05944
2014     38     0.04352
2014     39     0.03440
2014     40     0.02333
2014     41     0.01525
2014     42     0.00962
2014     43     0.00499
2014     44     0.00288
2014     45     0.00158
2014     46     0.00091
2014     47     0.00037
2014     48     0.00045
2014     49     0.00017
2014     50     0.00007
2014     51     0.00003
2014     52     0.00001
2014     53     0.00001
2014     54     0.00000
2014     55+    0.00000
2015     12-    0.00000
2015     13     0.00000
2015     14     0.00000
2015     15     0.00035
2015     16     0.00064
2015     17     0.00275
2015     18     0.00613
2015     19     0.01290
2015     20     0.02063
2015     21     0.03023
2015     22     0.03893
2015     23     0.05082
2015     24     0.06888
2015     25     0.08441
2015     26     0.09862
2015     27     0.11014
2015     28     0.12258
2015     29     0.13413
2015     30     0.12927
2015     31     0.12955
2015     32     0.12164
2015     33     0.11086
2015     34     0.09673
2015     35     0.08627
2015     36     0.07477
2015     37     0.06018
2015     38     0.04447
2015     39     0.03501
2015     40     0.02428
2015     41     0.01433
2015     42     0.00953
2015     43     0.00537
2015     44     0.00274
2015     45     0.00144
2015     46     0.00110
2015     47     0.00063
2015     48     0.00039
2015     49     0.00020
2015     50     0.00014
2015     51     0.00008
2015     52     0.00003
2015     53     0.00001
2015     54     0.00000
2015     55+    0.00000
2016     12-    0.00000
2016     13     0.00000
2016     14     0.00000
2016     15     0.00026
2016     16     0.00063
2016     17     0.00236
2016     18     0.00554
2016     19     0.01034
2016     20     0.01870
2016     21     0.02727
2016     22     0.03856
2016     23     0.04902
2016     24     0.06280
2016     25     0.07863
2016     26     0.09495
2016     27     0.10933
2016     28     0.12105
2016     29     0.13203
2016     30     0.13272
2016     31     0.13407
2016     32     0.12306
2016     33     0.10875
2016     34     0.09806
2016     35     0.08551
2016     36     0.07094
2016     37     0.06009
2016     38     0.04524
2016     39     0.03277
2016     40     0.02354
2016     41     0.01738
2016     42     0.01046
2016     43     0.00544
2016     44     0.00285
2016     45     0.00211
2016     46     0.00070
2016     47     0.00040
2016     48     0.00022
2016     49     0.00017
2016     50     0.00022
2016     51     0.00015
2016     52     0.00006
2016     53     0.00002
2016     54     0.00000
2016     55+    0.00000
2017     12-    0.00000
2017     13     0.00000
2017     14     0.00000
2017     15     0.00013
2017     16     0.00048
2017     17     0.00160
2017     18     0.00434
2017     19     0.00820
2017     20     0.01645
2017     21     0.02263
2017     22     0.03246
2017     23     0.04407
2017     24     0.05667
2017     25     0.07472
2017     26     0.09313
2017     27     0.10288
2017     28     0.11460
2017     29     0.12765
2017     30     0.13052
2017     31     0.12604
2017     32     0.11536
2017     33     0.10917
2017     34     0.09716
2017     35     0.08375
2017     36     0.06690
2017     37     0.05405
2017     38     0.04256
2017     39     0.03440
2017     40     0.02434
2017     41     0.01711
2017     42     0.00900
2017     43     0.00604
2017     44     0.00304
2017     45     0.00159
2017     46     0.00100
2017     47     0.00051
2017     48     0.00024
2017     49     0.00025
2017     50     0.00020
2017     51     0.00011
2017     52     0.00004
2017     53     0.00001
2017     54     0.00000
2017     55+    0.00000
2018     12-    0.00000
2018     13     0.00000
2018     14     0.00000
2018     15     0.00010
2018     16     0.00040
2018     17     0.00115
2018     18     0.00331
2018     19     0.00754
2018     20     0.01264
2018     21     0.02174
2018     22     0.03049
2018     23     0.04339
2018     24     0.05303
2018     25     0.07099
2018     26     0.08373
2018     27     0.09979
2018     28     0.11075
2018     29     0.11967
2018     30     0.12449
2018     31     0.12660
2018     32     0.11643
2018     33     0.10931
2018     34     0.09326
2018     35     0.07768
2018     36     0.06717
2018     37     0.05526
2018     38     0.04273
2018     39     0.03264
2018     40     0.02272
2018     41     0.01537
2018     42     0.00905
2018     43     0.00601
2018     44     0.00297
2018     45     0.00200
2018     46     0.00107
2018     47     0.00049
2018     48     0.00027
2018     49     0.00016
2018     50     0.00023
2018     51     0.00016
2018     52     0.00006
2018     53     0.00002
2018     54     0.00000
2018     55+    0.00000
2019     12-    0.00000
2019     13     0.00000
2019     14     0.00000
2019     15     0.00016
2019     16     0.00033
2019     17     0.00119
2019     18     0.00299
2019     19     0.00639
2019     20     0.01092
2019     21     0.01762
2019     22     0.02626
2019     23     0.03774
2019     24     0.04970
2019     25     0.06527
2019     26     0.07932
2019     27     0.09279
2019     28     0.10929
2019     29     0.11788
2019     30     0.12189
2019     31     0.12389
2019     32     0.11864
2019     33     0.10531
2019     34     0.09496
2019     35     0.08162
2019     36     0.06904
2019     37     0.05562
2019     38     0.04291
2019     39     0.03415
2019     40     0.02417
2019     41     0.01707
2019     42     0.01009
2019     43     0.00577
2019     44     0.00321
2019     45     0.00191
2019     46     0.00115
2019     47     0.00051
2019     48     0.00035
2019     49     0.00038
2019     50     0.00023
2019     51     0.00011
2019     52     0.00004
2019     53     0.00001
2019     54     0.00000
2019     55+    0.00000
2020     12-    0.00000
2020     13     0.00000
2020     14     0.00000
2020     15     0.00000
2020     16     0.00023
2020     17     0.00099
2020     18     0.00210
2020     19     0.00492
2020     20     0.00905
2020     21     0.01585
2020     22     0.02149
2020     23     0.03379
2020     24     0.04583
2020     25     0.06145
2020     26     0.07897
2020     27     0.09125
2020     28     0.10349
2020     29     0.11297
2020     30     0.11955
2020     31     0.11731
2020     32     0.11482
2020     33     0.10521
2020     34     0.09407
2020     35     0.08131
2020     36     0.07102
2020     37     0.05379
2020     38     0.04152
2020     39     0.03257
2020     40     0.02373
2020     41     0.01621
2020     42     0.00995
2020     43     0.00590
2020     44     0.00300
2020     45     0.00204
2020     46     0.00088
2020     47     0.00035
2020     48     0.00029
2020     49     0.00019
2020     50     0.00022
2020     51     0.00014
2020     52     0.00005
2020     53     0.00002
2020     54     0.00000
2020     55+    0.00000
2021     12-    0.00000
2021     13     0.00000
2021     14     0.00000
2021     15     0.00013
2021     16     0.00019
2021     17     0.00064
2021     18     0.00186
2021     19     0.00572
2021     20     0.00864
2021     21     0.01387
2021     22     0.02045
2021     23     0.03207
2021     24     0.04465
2021     25     0.06086
2021     26     0.07934
2021     27     0.09642
2021     28     0.10955
2021     29     0.12157
2021     30     0.12561
2021     31     0.13127
2021     32     0.12705
2021     33     0.11393
2021     34     0.10054
2021     35     0.08696
2021     36     0.07077
2021     37     0.05513
2021     38     0.04547
2021     39     0.03538
2021     40     0.02507
2021     41     0.01730
2021     42     0.00967
2021     43     0.00536
2021     44     0.00329
2021     45     0.00191
2021     46     0.00102
2021     47     0.00072
2021     48     0.00016
2021     49     0.00008
2021     50     0.00008
2021     51     0.00005
2021     52     0.00002
2021     53     0.00001
2021     54     0.00000
2021     55+    0.00000
2022     12-    0.00000
2022     13     0.00000
2022     14     0.00000
2022     15     0.00000
2022     16     0.00013
2022     17     0.00057
2022     18     0.00168
2022     19     0.00463
2022     20     0.00708
2022     21     0.01260
2022     22     0.02041
2022     23     0.02851
2022     24     0.03852
2022     25     0.05427
2022     26     0.07207
2022     27     0.08608
2022     28     0.10048
2022     29     0.11116
2022     30     0.11686
2022     31     0.11674
2022     32     0.11144
2022     33     0.10174
2022     34     0.08968
2022     35     0.08110
2022     36     0.06478
2022     37     0.05188
2022     38     0.04220
2022     39     0.03224
2022     40     0.02474
2022     41     0.01498
2022     42     0.00921
2022     43     0.00639
2022     44     0.00305
2022     45     0.00175
2022     46     0.00137
2022     47     0.00062
2022     48     0.00049
2022     49     0.00016
2022     50     0.00015
2022     51     0.00009
2022     52     0.00004
2022     53     0.00001
2022     54     0.00000
2022     55+    0.00000
